autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
Yes (self-identified),6739f989f83934e2134300a2,"2 squares, 1 star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),6739f989f83934e2134300a2,2 large pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),6739f989f83934e2134300a2,2 triangles ,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),6739f989f83934e2134300a2,2 small green triangles ,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),6739f989f83934e2134300a2,"2 circles, 1 triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),6739f989f83934e2134300a2,Blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),6739f989f83934e2134300a2,2 large squares ,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),6739f989f83934e2134300a2,2 large squares ,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),6739f989f83934e2134300a2,"2 squares, 1 pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),6739f989f83934e2134300a2,2 black small pentagons ,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),6739f989f83934e2134300a2,2 circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),6739f989f83934e2134300a2,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),6739f989f83934e2134300a2,2 pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),6739f989f83934e2134300a2,2 small green stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),6739f989f83934e2134300a2,"2 stars, 1 circle",star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),6739f989f83934e2134300a2,2 large triangles ,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),6739f989f83934e2134300a2,2 small green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),6739f989f83934e2134300a2,"2 black triangles, one star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),6739f989f83934e2134300a2,2 circles ,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),6739f989f83934e2134300a2,Two small black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),6739f989f83934e2134300a2,Two blue large triangles ,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),6739f989f83934e2134300a2,2 blue squares ,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),67581a20911639afb13f100d,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),67581a20911639afb13f100d,big pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),67581a20911639afb13f100d,"green square, star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),67581a20911639afb13f100d,"big circle, star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),67581a20911639afb13f100d,triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),67581a20911639afb13f100d,green triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),67581a20911639afb13f100d,circle triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),67581a20911639afb13f100d,blue SUN,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),67581a20911639afb13f100d,square,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),67581a20911639afb13f100d,green square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),67581a20911639afb13f100d,"green pentagon, black square",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),67581a20911639afb13f100d,"black pentagon, circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),67581a20911639afb13f100d,circle,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),67581a20911639afb13f100d,black star,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),67581a20911639afb13f100d,"pink star, right circle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),67581a20911639afb13f100d,"small star, square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),67581a20911639afb13f100d,star,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),67581a20911639afb13f100d,PYRAMID,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),67581a20911639afb13f100d,green pentagon,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),67581a20911639afb13f100d,DARK PYRAMID,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),67581a20911639afb13f100d,"Circle, pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),67581a20911639afb13f100d,black pyramid,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),67581a20911639afb13f100d,"pyramid, black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),67581a20911639afb13f100d,"blue square, green pyramid",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,big pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),67606cf8f87fd914cb80d7c9,green square,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),67606cf8f87fd914cb80d7c9,large circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),67606cf8f87fd914cb80d7c9,small pink triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),67606cf8f87fd914cb80d7c9,small triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),67606cf8f87fd914cb80d7c9,big pink circle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,big blue star,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),67606cf8f87fd914cb80d7c9,square,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),67606cf8f87fd914cb80d7c9,big green square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),67606cf8f87fd914cb80d7c9,2 squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),67606cf8f87fd914cb80d7c9,black pentagon,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,small circle,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),67606cf8f87fd914cb80d7c9,black star,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,big stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,small star,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),67606cf8f87fd914cb80d7c9,star,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,big triangle,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),67606cf8f87fd914cb80d7c9,pentagon,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),67606cf8f87fd914cb80d7c9,black triangle,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),67606cf8f87fd914cb80d7c9,small circle,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),67606cf8f87fd914cb80d7c9,black circle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,blue triangle big,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),67606cf8f87fd914cb80d7c9,blue,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,"2 small, 1 big","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,big black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,large triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),6762aff824e4f12278e6d3fd,small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),676addd31b92f6ad843ca06d,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),676addd31b92f6ad843ca06d,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),676addd31b92f6ad843ca06d,green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),676addd31b92f6ad843ca06d,big circle and star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),676addd31b92f6ad843ca06d,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),676addd31b92f6ad843ca06d,small green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),676addd31b92f6ad843ca06d,big circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),676addd31b92f6ad843ca06d,blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),676addd31b92f6ad843ca06d,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),676addd31b92f6ad843ca06d,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),676addd31b92f6ad843ca06d,small squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),676addd31b92f6ad843ca06d,"2 small pentagons, big circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),676addd31b92f6ad843ca06d,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),676addd31b92f6ad843ca06d,black star,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),676addd31b92f6ad843ca06d,"pink stars, small triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),676addd31b92f6ad843ca06d,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),676addd31b92f6ad843ca06d,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),676addd31b92f6ad843ca06d,big triangle,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),676addd31b92f6ad843ca06d,"green pentagons, big square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),676addd31b92f6ad843ca06d,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),676addd31b92f6ad843ca06d,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),676addd31b92f6ad843ca06d,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),676addd31b92f6ad843ca06d,big blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),676addd31b92f6ad843ca06d,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),676b89007874c8eace113276,pentagons and triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),676b89007874c8eace113276,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),676b89007874c8eace113276,star and small green squares ,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),676b89007874c8eace113276,big circles and star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),676b89007874c8eace113276,2 pink triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),676b89007874c8eace113276,2 green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),676b89007874c8eace113276,triangle and 2 pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),676b89007874c8eace113276,2 blue stars and pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),676b89007874c8eace113276,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),676b89007874c8eace113276,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),676b89007874c8eace113276,pentagon and black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),676b89007874c8eace113276,small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),676b89007874c8eace113276,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),676b89007874c8eace113276,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),676b89007874c8eace113276,2 pink stars and green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),676b89007874c8eace113276,small stars and square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),676b89007874c8eace113276,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),676b89007874c8eace113276,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),676b89007874c8eace113276,square and small green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),676b89007874c8eace113276,black triangles and star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),676b89007874c8eace113276,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),676b89007874c8eace113276,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),676b89007874c8eace113276,2 blue triangles and black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),676b89007874c8eace113276,blue squares and triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),67753f1a8114b96defa7d4f7,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),67753f1a8114b96defa7d4f7,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),67753f1a8114b96defa7d4f7,"small green squares, big pink star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),67753f1a8114b96defa7d4f7,"2 big circles, small star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),67753f1a8114b96defa7d4f7,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),67753f1a8114b96defa7d4f7,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),67753f1a8114b96defa7d4f7,"big circles, small triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),67753f1a8114b96defa7d4f7,"big blue stars, small black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),67753f1a8114b96defa7d4f7,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),67753f1a8114b96defa7d4f7,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),67753f1a8114b96defa7d4f7,"small squares, big pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),67753f1a8114b96defa7d4f7,"small black pentagons, big pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),67753f1a8114b96defa7d4f7,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),67753f1a8114b96defa7d4f7,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),67753f1a8114b96defa7d4f7,"big stars, small triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),67753f1a8114b96defa7d4f7,"small stars, big square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),67753f1a8114b96defa7d4f7,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),67753f1a8114b96defa7d4f7,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),67753f1a8114b96defa7d4f7,"small green pentagons, big black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),67753f1a8114b96defa7d4f7,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),67753f1a8114b96defa7d4f7,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),67753f1a8114b96defa7d4f7,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),67753f1a8114b96defa7d4f7,"big triangles, small circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),67753f1a8114b96defa7d4f7,"small blue squares, big green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),6776800339d565e792afd4a2,two pink pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),6776800339d565e792afd4a2,two big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),6776800339d565e792afd4a2,two green squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),6776800339d565e792afd4a2,two big pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),6776800339d565e792afd4a2,two pink triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),6776800339d565e792afd4a2,two green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),6776800339d565e792afd4a2,two pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),6776800339d565e792afd4a2,two blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),6776800339d565e792afd4a2,two blue squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),6776800339d565e792afd4a2,two green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),6776800339d565e792afd4a2,two small black squares ,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),6776800339d565e792afd4a2,black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),6776800339d565e792afd4a2,two black circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),6776800339d565e792afd4a2,two black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),6776800339d565e792afd4a2,two pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),6776800339d565e792afd4a2,two small green squares,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),6776800339d565e792afd4a2,green stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),6776800339d565e792afd4a2,two big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),6776800339d565e792afd4a2,two green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),6776800339d565e792afd4a2,two black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),6776800339d565e792afd4a2,two circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),6776800339d565e792afd4a2,two black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),6776800339d565e792afd4a2,two blue triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),6776800339d565e792afd4a2,two small blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),67777662542bb31522c36cad,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),67777662542bb31522c36cad,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),67777662542bb31522c36cad,squares and star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),67777662542bb31522c36cad,large pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),67777662542bb31522c36cad,two triangles ,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),67777662542bb31522c36cad,two green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),67777662542bb31522c36cad,two circles and triangle ,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),67777662542bb31522c36cad,2 stars and pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),67777662542bb31522c36cad,two squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),67777662542bb31522c36cad,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),67777662542bb31522c36cad,squares and pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),67777662542bb31522c36cad,two black pentagons and a circle ,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),67777662542bb31522c36cad,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),67777662542bb31522c36cad,two black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),67777662542bb31522c36cad,two stars and triangle ,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),67777662542bb31522c36cad,two small green triangles ,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),67777662542bb31522c36cad,two stars and circle,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),67777662542bb31522c36cad,two triangles and pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),67777662542bb31522c36cad,pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),67777662542bb31522c36cad,two black triangles and star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),67777662542bb31522c36cad,two circles ,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),67777662542bb31522c36cad,two black circles ,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),67777662542bb31522c36cad,two triangles ,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),67777662542bb31522c36cad,blue squares and triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,stars,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,two circles,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,two squares,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,big circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,two stars,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,squares,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,two circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,eye,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,pentagons,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,circles,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,2 squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,blue pentagon,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,2 stars,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),6777eb7c66ceadfcff6ef732,triangles,black,no,non_type,"two, small, black, star","one, big, blue, circle"
