autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
No,5b9754dce1adf100014ac3d1,circles,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5b9754dce1adf100014ac3d1,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5b9754dce1adf100014ac3d1,pentagons,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5b9754dce1adf100014ac3d1,stars,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5b9754dce1adf100014ac3d1,triangles,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5b9754dce1adf100014ac3d1,black,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5b9754dce1adf100014ac3d1,squares,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5b9754dce1adf100014ac3d1,blue green,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5b9754dce1adf100014ac3d1,triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5b9754dce1adf100014ac3d1,black,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5c351b21d4ae620001d3ee01,"2 large pink pentagons, small blue triangle",pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5c351b21d4ae620001d3ee01,"pentagon, pentagon, square",big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5c351b21d4ae620001d3ee01,"square, square, star",square,yes,type,"two, small, green, square","one, big, pink, star"
No,5c351b21d4ae620001d3ee01,"2 large pink circles, black small star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5c351b21d4ae620001d3ee01,"triangles, square",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5c351b21d4ae620001d3ee01,"small triangles, star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5c351b21d4ae620001d3ee01,"2 large pink circles, small blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5c351b21d4ae620001d3ee01,"star, star, pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5c351b21d4ae620001d3ee01,"2 squares, star",square,no,type,"two, big, blue, square","one, small, black, star"
No,5c351b21d4ae620001d3ee01,"large squares, star","big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5c351b21d4ae620001d3ee01,"2 small black squares, large green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5c351b21d4ae620001d3ee01,"2 small pentagons, large circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5c351b21d4ae620001d3ee01,"circles, square",circle,no,type,"two, small, black, circle","one, big, green, square"
No,5c351b21d4ae620001d3ee01,"star, star, circle",black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5c351b21d4ae620001d3ee01,"star, star, triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5c351b21d4ae620001d3ee01,"2 small stars, large square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5c351b21d4ae620001d3ee01,"stars, circle",star,no,type,"two, big, green, star","one, small, pink, circle"
No,5c351b21d4ae620001d3ee01,"triangle, triangle, pentagon",big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5c351b21d4ae620001d3ee01,"pentagon, pentagon, square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5c351b21d4ae620001d3ee01,"2 black triangles, 1 small blue square",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5c351b21d4ae620001d3ee01,"circles, pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5c351b21d4ae620001d3ee01,"black circles, triangle",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5c351b21d4ae620001d3ee01,"2 large blue triangles, small black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5c351b21d4ae620001d3ee01,"2 small blue squares, large green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5c4f5967aac8be0001716a65,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5c4f5967aac8be0001716a65,big pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5c4f5967aac8be0001716a65,small squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,5c4f5967aac8be0001716a65,big pink circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5c4f5967aac8be0001716a65,triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5c4f5967aac8be0001716a65,green triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5c4f5967aac8be0001716a65,big circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5c4f5967aac8be0001716a65,big blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5c4f5967aac8be0001716a65,square,square,no,type,"two, big, blue, square","one, small, black, star"
No,5c4f5967aac8be0001716a65,green square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5c4f5967aac8be0001716a65,black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5c4f5967aac8be0001716a65,black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5c4f5967aac8be0001716a65,circle,circle,no,type,"two, small, black, circle","one, big, green, square"
No,5c4f5967aac8be0001716a65,black star,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5c4f5967aac8be0001716a65,big pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5c4f5967aac8be0001716a65,small star,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5c4f5967aac8be0001716a65,star,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5c4f5967aac8be0001716a65,big triangle,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5c4f5967aac8be0001716a65,green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5c4f5967aac8be0001716a65,black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5c4f5967aac8be0001716a65,circle,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5c4f5967aac8be0001716a65,black circle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5c4f5967aac8be0001716a65,"blue triangle, circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5c4f5967aac8be0001716a65,blue small squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5c5b29bff6b289000144d696,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5c5b29bff6b289000144d696,big pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5c5b29bff6b289000144d696,2 green square,square,yes,type,"two, small, green, square","one, big, pink, star"
No,5c5b29bff6b289000144d696,big circle 2,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5c5b29bff6b289000144d696,"square, triangle",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5c5b29bff6b289000144d696,green triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5c5b29bff6b289000144d696,circle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5c5b29bff6b289000144d696,2 blue stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5c5b29bff6b289000144d696,square,square,no,type,"two, big, blue, square","one, small, black, star"
No,5c5b29bff6b289000144d696,big square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5c5b29bff6b289000144d696,small square,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5c5b29bff6b289000144d696,black pentagon 2,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5c5b29bff6b289000144d696,circle,circle,no,type,"two, small, black, circle","one, big, green, square"
No,5c5b29bff6b289000144d696,black star,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5c5b29bff6b289000144d696,pink star,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5c5b29bff6b289000144d696,small star,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5c5b29bff6b289000144d696,star,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5c5b29bff6b289000144d696,big triangle,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5c5b29bff6b289000144d696,"square, green pentagon",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5c5b29bff6b289000144d696,black triangle,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5c5b29bff6b289000144d696,circle,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5c5b29bff6b289000144d696,black circle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5c5b29bff6b289000144d696,triangle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5c5b29bff6b289000144d696,blue square,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5c6d04168e38190001407636,two large pink pentagons and a small blue circle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5c6d04168e38190001407636,"two large black pentagons, small pink square",big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5c6d04168e38190001407636,"small green squares, large pink triangle",square,yes,type,"two, small, green, square","one, big, pink, star"
No,5c6d04168e38190001407636,two large pink circles and a star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5c6d04168e38190001407636,"two small pink triangles, large black square",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5c6d04168e38190001407636,"small green triangles, large pink star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5c6d04168e38190001407636,"pink circles, blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5c6d04168e38190001407636,"two large blue stars, small black pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5c6d04168e38190001407636,two blue squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,5c6d04168e38190001407636,"large green squares, small black star","big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5c6d04168e38190001407636,two black squares and a green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5c6d04168e38190001407636,two black pentagons and a large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5c6d04168e38190001407636,"two small black circles, large green square",circle,no,type,"two, small, black, circle","one, big, green, square"
No,5c6d04168e38190001407636, two black stars and a circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5c6d04168e38190001407636,"two large pink stars, small green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5c6d04168e38190001407636,"two small green stars, large pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5c6d04168e38190001407636,"large green stars, small pink circle",star,no,type,"two, big, green, star","one, small, pink, circle"
No,5c6d04168e38190001407636,"large green triangles, small blue pentagon",big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5c6d04168e38190001407636,two small green pentagons and a large black circle,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5c6d04168e38190001407636,"large black triangles, small blue square",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5c6d04168e38190001407636,"two small green circles, large blue pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5c6d04168e38190001407636,two black circles and a green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5c6d04168e38190001407636,two triangles and a circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5c6d04168e38190001407636,"two small blue squares, large green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5d514a73f20feb00160b5e0e,2 pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5d514a73f20feb00160b5e0e,big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5d514a73f20feb00160b5e0e,2 green square and pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,5d514a73f20feb00160b5e0e,"circles, star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5d514a73f20feb00160b5e0e,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5d514a73f20feb00160b5e0e,green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5d514a73f20feb00160b5e0e,"2 circles, blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5d514a73f20feb00160b5e0e,"2 blue star, one pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5d514a73f20feb00160b5e0e,2 square,square,no,type,"two, big, blue, square","one, small, black, star"
No,5d514a73f20feb00160b5e0e,"2 green square, one star","big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5d514a73f20feb00160b5e0e,"2 black square, pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5d514a73f20feb00160b5e0e,"2 pentagon, pink circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5d514a73f20feb00160b5e0e,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,5d514a73f20feb00160b5e0e,"2 black pointy, one round",black,no,non_type,"two, small, black, star","one, big, blue, circle"
